# Real chromatograms of (almost?) same signal with eight different background levels + computed white noise at the last column.
# Redistributed with permission by courtesy of Laurent Duval.
# Original files (chromatograms.mat and noise.mat in MATLAB format) is available at the link below (registration required).
# https://jp.mathworks.com/matlabcentral/fileexchange/49974-beads-baseline-estimation-and-denoising-with-sparsity
-2.002716064453125000e-01,-2.508163452148437500e-01,-2.593994140625000000e-01,-7.009506225585937500e-02,-5.245208740234375000e-03,-2.183914184570312500e-01,-1.063346862792968750e-01,-9.584426879882812500e-02,-2.102428639611594541e+00
-2.084678411483764648e-01,-2.521874904632568359e-01,-2.644665241241455078e-01,-7.516217231750488281e-02,-4.977107048034667969e-03,-2.265876531600952148e-01,-1.057084798812866211e-01,-9.298324584960937500e-02,-5.702643559475937707e+00
-2.125506401062011719e-01,-2.527236938476562500e-01,-2.692942619323730469e-01,-8.476018905639648438e-02,-6.616353988647460938e-03,-2.284643650054931641e-01,-1.009094715118408203e-01,-9.518933296203613281e-02,-3.359275566617015318e+00
-2.126981019973754883e-01,-2.520974874496459961e-01,-2.705447673797607422e-01,-9.513187408447265625e-02,-2.740383148193359375e-03,-2.277787923812866211e-01,-9.667730331420898438e-02,-1.001070737838745117e-01,1.088088539052520609e+01
-2.087340354919433594e-01,-2.487883567810058594e-01,-2.658338546752929688e-01,-1.020450592041015625e-01,4.295349121093748265e-03,-2.257814407348632812e-01,-9.166955947875976562e-02,-1.002545356750488281e-01,2.174198843217117094e+00
-2.056336402893066406e-01,-2.435106039047241211e-01,-2.554583549499511719e-01,-1.020431518554687500e-01,1.568198204040526650e-02,-2.204424142837524414e-01,-8.397698402404785156e-02,-9.795844554901123047e-02,-1.092824152079244993e+00
-2.000877857208251953e-01,-2.356724739074707031e-01,-2.421069145202636719e-01,-1.012675762176513672e-01,2.808165550231933594e-02,-2.092051506042480469e-01,-7.127857208251953125e-02,-9.262132644653320312e-02,1.228349698651565092e+01
-1.894748210906982422e-01,-2.267293930053710938e-01,-2.316509485244750977e-01,-9.861338138580322266e-02,3.740775585174559853e-02,-1.986266374588012695e-01,-5.786776542663575607e-02,-8.615434169769287109e-02,1.215239587258262421e+00
-1.809568405151367188e-01,-2.210130691528320312e-01,-2.284030914306640625e-01,-9.608173370361328125e-02,4.363346099853515625e-02,-1.943120956420898438e-01,-5.054283142089843750e-02,-8.129787445068359375e-02,7.573723106127228988e+00
-1.829618215560913086e-01,-2.248947620391845703e-01,-2.274225950241088867e-01,-9.951531887054443359e-02,4.392647743225097656e-02,-2.005186080932617188e-01,-5.051600933074951172e-02,-8.055675029754638672e-02,-4.722129541868354430e+00
-1.941454410552978516e-01,-2.365839481353759766e-01,-2.316892147064208984e-01,-1.080715656280517439e-01,3.634691238403321700e-02,-2.133357524871826172e-01,-5.800366401672362587e-02,-8.745074272155760331e-02,-4.552013258127177053e+00
-2.065432071685791016e-01,-2.477273941040039062e-01,-2.404867410659790039e-01,-1.154309511184692383e-01,2.550029754638672222e-02,-2.241861820220947266e-01,-6.315505504608154297e-02,-9.994423389434814453e-02,-4.474878514662912643e+00
-2.153005599975585938e-01,-2.544012069702148438e-01,-2.507071495056152344e-01,-1.201686859130859375e-01,1.871156692504882812e-02,-2.340178489685058594e-01,-6.891155242919921875e-02,-1.120681762695312500e-01,-2.328833251379450964e+00
-2.211394309997558594e-01,-2.607169151306152344e-01,-2.577084302902221680e-01,-1.217409372329711914e-01,1.603055000305176128e-02,-2.414959669113159180e-01,-7.654476165771482987e-02,-1.208906173706054549e-01,5.787121554844631532e+00
-2.266814708709716797e-01,-2.628598213195800781e-01,-2.607686519622802734e-01,-1.189029216766357561e-01,1.310634613037110242e-02,-2.415726184844970703e-01,-8.518338203430174393e-02,-1.286368370056152344e-01,-1.758110923607438369e+00
-2.286750078201293945e-01,-2.644377946853637695e-01,-2.616399526596069336e-01,-1.130908727645874162e-01,8.726716041564946610e-03,-2.401190996170043945e-01,-8.943855762481689453e-02,-1.323539018630981445e-01,-3.832200555696109845e+00
-2.317504882812500000e-01,-2.675132751464843750e-01,-2.651252746582031250e-01,-1.077575683593750000e-01,7.629394531250000000e-03,-2.422370910644531250e-01,-8.964347839355468750e-02,-1.292152404785156250e-01,3.521812677812414361e+00
-2.359232902526855469e-01,-2.703666687011718750e-01,-2.690356969833374023e-01,-1.040060520172119141e-01,8.050680160522459203e-03,-2.447725534439086914e-01,-8.937919139862060547e-02,-1.236119270324707031e-01,-1.937046285075085361e+00
-2.383611202239990234e-01,-2.681548595428466797e-01,-2.752671241760253906e-01,-9.815382957458496094e-02,7.744312286376953125e-03,-2.482597827911376953e-01,-9.227657318115234375e-02,-1.220128536224365234e-01,4.148061051869976978e+00
-2.387211322784423828e-01,-2.657725811004638672e-01,-2.809853553771972656e-01,-9.112191200256349044e-02,3.512144088745122825e-03,-2.522008419036865234e-01,-9.692621231079100175e-02,-1.249083280563354353e-01,-5.724166943384091377e-01
